REFERENCIA|DESCRIPCION|MATERIAL / FABRICANTE|FECHA | COSTO | PRECIO |12|50|100|300|500|1000
M012J|Maletin tipo morral para Kit de emergencia con estampado a una tinta   20 CM DE ALTO 15 DE ANCHO|Lona ||$25.000|$50.000|$48.500|$47.500|$45.000|$42.500|$40.000|$37.500
M013J|Maletin para portatil grande, (Hasta 17) con acolchado en la espalda. Modelo HP,|Lona||$45.000|$90.000|$87.300|$85.500|$81.000|$76.500|$72.000|$67.500
M014J|Morral 2 compratimentos, 2 bolsillos laterales con cremallera, y dos bolsillos en frente, con refuerzo  en espalda y manijas  Un bordado|Lona||$48.000|$96.000|$93.120|$91.200|$86.400|$81.600|$76.800|$72.000
M015I|Forro para morral 60 X 40 X 20 cm|1||$9.500|$19.000|$18.430|$18.050|$17.100|$16.150|$15.200|$14.250
M016J|cartuchera|Lona||$7.000|$14.000|$13.580|$13.300|$12.600|$11.900|$11.200|$10.500
M017|Tula en impermeable deportiva con cordón de ajuste y cremallera |Impermeable |06/11/2015|$3.200|$6.400|$1|$6.080|$5.760|$5.440|$5.120|$4.800
M018_1|Morral escolar No 1 con bolsillos para guardar todos todos los implementos escolares ancho 29 cm, alto 44 cm|Lona|06/11/2015|$12.000|$24.000|$23.280|$22.800|$21.600|$20.400|$19.200|$18.000
M018_2|Morral escolar No 2 especial para niños por su tamaño y bolsillo  ancho 30 cm, alto 36 cm.|Lona|06/11/2015|$6.000|$12.000|$11.640|$11.400|$10.800|$10.200|$9.600|$9.000
M019_2|Morral ejecutivo No 2, con bolsillo interno para portatil en ancho 32cm, alto 41 cm|Lona|06/11/2015|$15.000|$30.000|$29.100|$28.500|$27.000|$25.500|$24.000|$22.500
M020|Morral Para fumigacion con 2 bolsillos laterales y tapa medidas 75 * 45 * 35  o 60 * 35 * 25  Con refuerzos en espalda y tirantas  un bordado tamaño Pecho.  Base de doble fondo con suela en caucho microporoso, resistente al peso 10 lk . 1.  Cinta reflectiva 2 en tela en la tapa|Lona||$92.000|$184.000|$178.480|$174.800|$165.600|$156.400|$147.200|$138.000
M021|Maletin  back pack trolley bolsillo  exterior  y  laterales,  mango  retractil en aluminio  tres  secciones, resistente  al peso  13,5 kgs, medidas  de 35x18x54,5 cm |ZB-21|08/05/2015|$290.830|$581.660|$564.210|$552.577|$523.494|$494.411|$465.328|$436.245
M022|Morral  Barcelona con diseño para  computador, bolsillos laterales y  externo,  bolsillos  organizadores, con resistencia  al peso  de  6 kgs, medidas 46x 31 x 15 cm |NW8012|08/05/2015|$76.700|$153.400|$148.798|$145.730|$138.060|$130.390|$122.720|$115.050
M023|Morral Maven back pack con diseño para  computador, compartimiento alcolchado con ajuste  en velcro, bolsillos  externos laterales,  resistencia  al peso 8,8 kgs, medidas 46 x 33 x 10 cm.|NW8013|08/05/2015|$68.200|$136.400|$132.308|$129.580|$122.760|$115.940|$109.120|$102.300
M024|Morral Thermal con diseño para  computador de  15,6 pulgadas,  compartimiento  acolchado con ajuste  de  velcro,  bolsillo termico para alimentos y bebidas, resistencia  al peso  de   5,6 kgs,  medidas, 44 x 33 x 13 cm.|NW8014|08/05/2015|$75.850|$151.700|$147.149|$144.115|$136.530|$128.945|$121.360|$113.775
M025|Morral Lisboa ,  bolsillo principal grande con cierre de cremallera . 1 bolsillo lateral en malla y bolsillo grande  en el frente con cierre de velcro .   medida  60 cm de alto x 35 cm de ancho x 14 cm de fondo    |Lona|08/05/2015|$45.000|$90.000|$87.300|$85.500|$81.000|$76.500|$72.000|$67.500
M026|Maletín Tipo Bolso Cuadrado Tamaño Oficio Cierre Cremallera y Tapa con ajuste en velcro. Estampado policromía tamaño media Carta |Lona|16/06/2015|$19.000|$38.000|$36.860|$36.100|$34.200|$32.300|$30.400|$28.500
M027J|Bolso para guardar GPS y sujetador con dos compartimentos, totalmente acolchado y forrado internamente con sujetador lateral en reata |Lona Morral|04/08/2015|$8.500|$17.000|$16.490|$16.150|$15.300|$14.450|$13.600|$12.750
M028|Maleta en lona impermeabilizada con logo en tapa y  broches de cierre metálicos, refuerzo  en la  espalda y  reflectivo  con  medidas de  : alto  80cm x 50 cm de ancho x 40 cm de  fondo.|Lona Morral/impermeable|04/03/2016|$65.000|$130.000|$126.100|$123.500|$117.000|$110.500|$104.000|$97.500
M029|Tula elaborada en lona morral y cuero, según especificaciones dadas,    para herramientas hecha lona verde , de 40cms de alto, fondo redondo 25cms de diametro, reforzado en cuero (todo el fondo), con franja de 16cms de alto. la tula lleva un bolsillo externo de 18cm x 14cm x 3cm, cierre con velcro, estampado en transfer con el logo de ECOPETROL, y leyenda: central de herramientas G.R.C. enumerado (numeración por definir).  La tula tiene 8 ojetes en la parte superior que le sirven como cierre a la pita con deslizador colgante de reata de 1-1/2” y un largo de 105cm con sujetador de tensor y cuadrante con costura extra-reforzada.|lona morral / cuero|16/09/2015|$26.000|$52.000|$50.440|$49.400|$46.800|$44.200|$41.600|$39.000
M030|Tula  elaborada en lona huracán de Lafayette bastante resistente  y cuero, según especificaciones dadas. para herramientas hecha lona verde B-5, de 40cms de alto, fondo redondo 25cms de diametro, reforzado en cuero (todo el fondo), con franja de 16cms de alto. la tula lleva un bolsillo externo de 18cm x 14cm x 3cm, cierre con velcro, estampado en transfer con el logo de ECOPETROL, y leyenda: central de herramientas G.R.C. enumerado (numeración por definir).  La tula tiene 8 ojetes en la parte superior que le sirven como cierre a la pita con deslizador colgante de reata de 1-1/2” y un largo de 105cm con sujetador de tensor y cuadrante con costura extra-reforzada|lona  huracan fayette|16/09/2015|$40.000|$80.000|$77.600|$76.000|$72.000|$68.000|$64.000|$60.000
M031|Morral  manos libres,  con  apertura frontal para  la  muestra de  fragancias, tiene  12  bolsillos  o  compartimientos para la  muestra, consta de  una  bandeja  elaborada  en  plastico poliestireno ,  forrada  en lona, con  reatas  ajustables  en la  espalda y a  cintura,   con  logo impreso a  full policromia en el  frente  y  apertura por  medio con  2 cremalleras de  acceso al producto.|lona morral|05/10/2015|$30.000|$60.000|$58.200|$57.000|$54.000|$51.000|$48.000|$45.000
M032|Morral manos libres posee solo una tiranta y bolsillo en ella, Ancho 29 cm, Alto 44 cm|Lona|06/11/2015|$6.000|$12.000|$11.640|$11.400|$10.800|$10.200|$9.600|$9.000
M033|Maleta para cámara de TV en lona morral nacional sin forro con manija, reata y hombrera para cargar 1.50x1.00x0.65 metros|Lona  Morral|03/02/2016|$39.000|$78.000|$75.660|$74.100|$70.200|$66.300|$62.400|$58.500
M034|Maleta para cámara de TV en lona morral nacional forrada y acolchada con manija, reata y hombrera para cargar 1.50x1.00x0.65 metros|Lona  Morral|03/02/2016|$43.000|$86.000|$83.420|$81.700|$77.400|$73.100|$68.800|$64.500
M035|Maleta en lona impermeabilizada nacional con logo en tapa y broches de cierre metálicos, refuerzo en la espalda y reflectivo con medidas de : alto 80cm x 50 cm de ancho x 40 cm de fondo, Acolchada internamente.|Lona  Morral|04/02/2016|$125.000|$250.000|$242.500|$237.500|$225.000|$212.500|$200.000|$187.500
M036|Maleta en lona impermeabilizada nacional con logo en tapa y broches de cierre metálicos, refuerzo en la espalda y reflectivo con medidas de : alto 80cm x 50 cm de ancho x 40 cm de fondo Acolchada internamente.|Lona huracan|04/02/2016|$225.000|$450.000|$436.500|$427.500|$405.000|$382.500|$360.000|$337.500
M037|Maleta en lona impermeabilizada nacional con logo en tapa y broches de cierre metálicos, refuerzo en la espalda y reflectivo con medidas de : alto 80cm x 50 cm de ancho x 40 cm de fondo. Acolchada internamente.|Lona Mil  nacional|04/02/2016|$185.000|$370.000|$358.900|$351.500|$333.000|$314.500|$296.000|$277.500
MALETINES |PERSONALIZADOS  ( M900  a  M999 )||||||||||
M900J|Morral Multiusos de varios compartimentos Según Muestra y Bordado INVERSER|Lona ||$70.000|$140.000|$135.800|$133.000|$126.000|$119.000|$112.000|$105.000
CALZADO|(Z001  - Z100 Cuero - Sinteticos - Lonas etc)||||||||||
Z001C|Bota de seguridad punta de acero 6 (Tallas 35 a 43)|Cuero Negro||$27.000|$38.571|$37.414|$36.643|$34.714|$32.786|$30.857|$28.929
Z001C16|Bota de seguridad punta de seguridad liviana Elite (PRODUCTO AGOTADO)|Steel Safe|09/04/2015|$53.975|$107.950|$104.712|$102.553|$97.155|$91.758|$86.360|$80.963
Z001C_RP|Bota de seguridad inyección directa PU, Puntera Metálica, liviana. RH, dieléctrica (Tallas 36 a 44)|9001 producto agotado no hay disponibilidad|31/10/2015|$43.030|$86.060|$83.478|$81.757|$77.454|$73.151|$68.848|$64.545
Z001CFY|Bota liviana Punta de acero, suela inyectada, resisente a hidrocarburos|CF|13/01/2016|$32.000|$64.000||||||
Z001C_|Bota de seguridad inyección directa PU, Puntera Metálica, liviana. RH, dieléctrica (Tallas 36 a 44)|Bufalo|31/10/2015|$43.030|$86.060|$83.478|$81.757|$77.454|$73.151|$68.848|$64.545
Z001C_RP1|Bota de seguridad inyección directa PU, Puntera Composite, liviana. RH, dieléctrica (Tallas 36 a 44)||23/06/2015|$46.150|$92.300|$89.531|$87.685|$83.070|$78.455|$73.840|$69.225
Z001CBR|Bota de seguridad punta de acero 6 negra (Tallas 35 a 43)   |Calzado H||$30.000|$60.000|$58.200|$57.000|$54.000|$51.000|$48.000|$45.000
Z001F|Bota de seguridad punta de acero 6 (Tallas 36 a 43)|Cuero Café||$29.000|$58.000|$56.260|$55.100|$52.200|$49.300|$46.400|$43.500
Z001F|Bota de seguridad punta de acero 6 (Tallas 35 a 43)|Cuero Café||$113.873|$227.746|$220.914|$216.359|$204.971|$193.584|$182.197|$170.810
Z001K|Bota de seguridad pu negra resistente a Hidrocarburos (talla 35 a 43)|cuero negro ||$48.000|$96.000|$93.120|$91.200|$86.400|$81.600|$76.800|$72.000
Z001W|Bota de seguridad punta de acero 6 (Tallas 35 a 43)|Cuero Blanco|17/04/2015|$32.000|$64.000|$62.080|$60.800|$57.600|$54.400|$51.200|$48.000
Z001CZT| Bota media caña, cuero napa color negro con suela de caucho y puntera de acero, ideal para industrias REF MISISSIPI|Cuero Negro|11/12/2015|$48.000|$96.000|$93.120|$91.200|$86.400|$81.600|$76.800|$72.000
Z002C|Bota 6 sencilla  (Tallas 35 a 43)|Cuero Negro||$24.000|$48.000|$46.560|$45.600|$43.200|$40.800|$38.400|$36.000
Z002C6|Bota lisa negra Inyectada PU-PU Bidensidad. (Sin puntera de Seguridad) Tallas: 35 al 45|Kondor 105509|24/09/2015|$40.517|$81.034|$78.603|$76.983|$72.931|$68.879|$64.828|$60.776
Z002F7|Bota lisa negra Inyectada PU-PU Bidensidad. (Sin puntera de Seguridad) Color Café Tallas: 35 al 46. SOLO SOBRE PEDIDO|Kondor 105309|12/02/2016|$44.828|$89.655|$86.966|$85.172|$80.690|$76.207|$71.724|$67.241
Z002F|Bota 6 sencilla  (Tallas 36 a 43)|Cuero Café||$25.000|$50.000|$48.500|$47.500|$45.000|$42.500|$40.000|$37.500
Z002W|Bota 6 sencilla  (Tallas 36 a 43)|Cuero Blanco||$30.000|$60.000|$58.200|$57.000|$54.000|$51.000|$48.000|$45.000
Z003C|Bota de seguridad punta de acero 6 Dieléctrica (Tallas 36 a 43) |Cuero Negro MD ||$40.000|$80.000|$77.600|$76.000|$72.000|$68.000|$64.000|$60.000
Z003R|Bota de seguridad punta de acero 6 Dieléctrica (Tallas 36 a 43)|Cuero Amarillo||$35.000|$70.000|$67.900|$66.500|$63.000|$59.500|$56.000|$52.500
Z003W|Bota de seguridad inyectada  Dieléctrica (Tallas 36 a 43)|Cuero Blanco|17/04/2015|$60.000|$120.000|$116.400|$114.000|$108.000|$102.000|$96.000|$90.000
Z004R2|Bota Dieléctrica 6 sencilla  (Tallas 36 a 43)|Cuero/||$36.000|$72.000|$69.840|$68.400|$64.800|$61.200|$57.600|$54.000
Z005C|Zapato tipo vigilancia con cordones punta ovalada (Tallas 36 a 43)|Cuero Negro||$25.000|$50.000|$48.500|$47.500|$45.000|$42.500|$40.000|$37.500
Z006C_AP|Zapato mocasín suela antideslizante (Tallas 34 a 39)|Cuero Negro||| $ -   | $ -   | $ -   | $ -   | $ -   | $ -   | $ -
Z006CS|Zapato mocasín suela antideslizante (Tallas 34 a 39)|Cuero Sintético Negro|24/02/2016|$18.000|$36.000|$34.920|$34.200|$32.400|$30.600|$28.800|$27.000
Z006c_1|Zapato mocasín suela antideslizante (Tallas 34 a 39)|Cuero Café||$19.000|$38.000|$36.860|$36.100|$34.200|$32.300|$30.400|$28.500
Z006V|Zapato valeta para dama (talla 34 a 40)|Cuero negro ||$22.000|$44.000|$42.680|$41.800|$39.600|$37.400|$35.200|$33.000
Z006W|Zapato mocasín suela antideslizante (Tallas 34 a 39)|Cuero Sintético Blanco|24/02/2016|$24.000|$48.000|$46.560|$45.600|$43.200|$40.800|$38.400|$36.000
Z0067|Zapato Mocacin Celeste Blanco 3,5 PU inyectado  ref 427009|Cuero Blanco kondor|01/10/2015|$40.345|$80.690|$78.269|$76.655|$72.621|$68.586|$64.552|$60.517
Z007C|Bota de seguridad punta de acero tipo militar (Tallas 36 a 43)|Cuero Negro||$30.000|$60.000|$58.200|$57.000|$54.000|$51.000|$48.000|$45.000
Z008C|Bota tipo militar sencilla  (Tallas 36 a 43)|Cuero Negro||$27.000|$54.000|$52.380|$51.300|$48.600|$45.900|$43.200|$40.500
Z009B|Bota de seguridad tipo ingeniero punta de acero 6 (Tallas 36 a 43)|Cuero Nobuck||$42.000|$84.000|$81.480|$79.800|$75.600|$71.400|$67.200|$63.000
Z010B|Bota 6 tipo ingeniero (Sin puntera) (Tallas 36 a 43)|Cuero Nobuck||$40.000|$80.000|$77.600|$76.000|$72.000|$68.000|$64.000|$60.000
Z011B|Bota Zafra, de seguridad tipo ingeniero punta de acero 6 RH, Dieléctrica (Tallas 34 a 45)|Cuero Nobuck||$60.000|$120.000|$116.400|$114.000|$108.000|$102.000|$96.000|$90.000
Z012CS|Zapato ejecutivo para hombre con cordones (Tallas 36 a 44)|Cuero Sintético Negro|24/02/2016|$25.000|$50.000|$48.500|$47.500|$45.000|$42.500|$40.000|$37.500
Z012C_AP|Zapato ejecutivo para hombre con cordones (Tallas 36 a 44)|Cuero Negro||| $ -   | $ -   | $ -   | $ -   | $ -   | $ -   | $ -
Z012C_14_AP|Zapato ejecutivo para hombre tipo Mocasín (Tallas 36 a 44)|Cuero Negro||| $ -   | $ -   | $ -   | $ -   | $ -   | $ -   | $ -
Z013C_BR|Zapato ejecutivo para mujer  (Tallas 36 a 44)|Cuero Sintético|24/02/2016|$25.000|$50.000|$48.500|$47.500|$45.000|$42.500|$40.000|$37.500
Z013CS_AP|Zapato ejecutivo para mujer  (Tallas 36 a 44)|Cuero Sintético|12/02/2016|$38.000|$76.000|$73.720|$72.200|$68.400|$64.600|$60.800|$57.000
Z013C_AP|Zapato ejecutivo para mujer  (Tallas 36 a 44)|Cuero Negro|12/02/2016|$45.000|$90.000|$87.300|$85.500|$81.000|$76.500|$72.000|$67.500
Z014J|Tenis para dama Champion (Tallas 29 a 40)|Lona ||$31.810|$63.621|$61.712|$60.440|$57.259|$54.078|$50.897|$47.716
Z015J|Tenis para hombre Campione  (Tallas 38 a 43)|Lona ||$36.983|$73.966|$71.747|$70.267|$66.569|$62.871|$59.172|$55.474
Z016J|Tenis unisex Discovery alto o bajo (Tallas 33 a 37)|Lona ||$38.707|$77.414|$75.091|$73.543|$69.672|$65.802|$61.931|$58.060
Z017J|Tenis unisex Discovery alto o bajo (Tallas 38 a 43)|Lona ||$40.431|$80.862|$78.436|$76.819|$72.776|$68.733|$64.690|$60.647
Z017J|Bota PU Bufalo cuero graso |Café||$65.000|$130.000|$126.100|$123.500|$117.000|$110.500|$104.000|$97.500
Z018C|Zapato mocasín Hombre suela de caucho antideslizante (Tallas 37 a 42)|Cuero Negro||$25.000|$50.000|$48.500|$47.500|$45.000|$42.500|$40.000|$37.500
Z018W|Zapato mocasín Hombre suela de caucho antideslizante (Tallas 37 a 42)|Cuero Blanco||$25.000|$50.000|$48.500|$47.500|$45.000|$42.500|$40.000|$37.500
Z022B|Bota seguridad Condesan, tipo ingeniero punta de acero 6 RH, con Reflectivos recubrimiento dieléctrico (Tallas 36 a 45)|Nobuck, Napa||$60.000|$120.000|$116.400|$114.000|$108.000|$102.000|$96.000|$90.000
Z022BP|Bota seguridad Condesan, tipo ingeniero punta de acero 6 RH, con Reflectivos y plantilla de acero (Tallas 36 a 45)|Napa||$63.500|$127.000|$123.190|$120.650|$114.300|$107.950|$101.600|$95.250
Z023F_6|Bota Indiana seguridad dieléctrica CAFE PU Bidensidad inyectada (Tallas 35 a 45) Ref 700309|Kondor 700309||$68.000|$136.000|$131.920|$129.200|$122.400|$115.600|$108.800|$102.000
Z023C_6|Bota Indiana seguridad dieléctrica NEGRA, PU Bidensidad inyectada (Tallas 35 a 45) Ref 700509|Kondor 700509||$75.000|$150.000|$145.500|$142.500|$135.000|$127.500|$120.000|$112.500
Z0246|Bota  Indiana tipo Ingeniero cuero nobuck Color Siena Puntera de seguridad, No metalica en Composite (Tallas 36 a 44) dielectrica SOLO SOBRE PEDIDO POR ENCIMA DE 50 BOTAS|Kondor Indiana / 218409||$95.000|$190.000|$184.300|$180.500|$171.000|$161.500|$152.000|$142.500
Z026|Tennis de amarrar tipo ingeniero, 6¨ con puntera en acero, en cuero nobuck, Suela en poliuretano  resistente a hidrocarburos y aceites, Serie 35 al 45 Norma. En acero, cumple con los requisitos de ASTM – 2413 /05, DIN12568 / 98 y EN 20345 -2004. Ancho de pestaña 5 mm y espesor de 1.7 mm.|Westland 9204||$127.000|$254.000|$246.380|$241.300|$228.600|$215.900|$203.200|$190.500
Z027|Tennis de amarrar tipo ingeniero, 6¨ con puntera en acero, en cuero nobuck, Suela en poliuretano  resistente a hidrocarburos y aceites, Serie 35 al 45 Norma. En acero, cumple con los requisitos de ASTM – 2413 /05, DIN12568 / 98 y EN 20345 -2004. Ancho de pestaña 5 mm y espesor de 1.7 mm.|Westland  9004||$132.300|$264.600|$256.662|$251.370|$238.140|$224.910|$211.680|$198.450
Z028|Bota seguridad 6” en cuero Florencia hidrofugado, suela en tpu-pu inyección directa al corte, resistente a hidrocarburos dieléctrica 20.000, acolchada y forrada internamente, con puntera de acero con revestimiento dieléctrico color avellana. (Talla 34 a 46)|Steel Worker|11/06/2015|75000|$150.000|$145.500|$142.500|$135.000|$127.500|$120.000|$112.500
Z029C|Bota Motociclista, acorazada con cinta reflectiva, punta de acero caña en acero, cuero 100%, protecciones en los tobillos, suela antideslizante, protección en el empeine para el pedal de cambios.| Cuero Negro |05/05/2015|$110.000|$220.000|$213.400|$209.000|$198.000|$187.000|$176.000|$165.000
Z030B|Bota seguridad Condesan UB810, tipo ingeniero punta de acero 6 RH, dIeléctrica (Tallas 36 a 45)|Cuero Nobuck||$60.000|$120.000|$116.400|$114.000|$108.000|$102.000|$96.000|$90.000
Z031|Bota Alpaca 600 Pluma Café Graso Sin Puntera|Cuero Graso||$67.000|$134.000|$129.980|$127.300|$120.600|$113.900|$107.200|$100.500
Z032|Bota Alpaca 601 Pluma Café Graso Puntera Acero|Cuero Graso||$69.000|$138.000|$133.860|$131.100|$124.200|$117.300|$110.400|$103.500
Z033|Bota Alpaca 602 Pluma Café Graso Puntera Composite|Cuero Graso||$73.000|$146.000|$141.620|$138.700|$131.400|$124.100|$116.800|$109.500
Z034|Bota Alpaca 627 Pluma Negra Pu-Pu Sin Puntera|Cuero Graso||$73.000|$146.000|$141.620|$138.700|$131.400|$124.100|$116.800|$109.500
Z035|Bota Alpaca 626 Pluma Negra Pu-Pu Puntera Composite|Cuero Graso||$86.000|$172.000|$166.840|$163.400|$154.800|$146.200|$137.600|$129.000
Z036|Bota para cuarto frio Atlantis Blanca RH Térmica Ref. 287035 (Tallas 34 a 46)|Kondor||$90.517|$181.034|$175.603|$171.982|$162.931|$153.879|$144.827|$135.776
Z036BN|Pantunflas desechables, bonlam Mínimo 1.000 |Ang/ros Mínimo 1000 pares||$620|$1.240|$1.203|$1.178|$1.116|$1.054|$992|$930
Z036BNSF1|Pantunflas desechables, bonlam Mínimo 1.000 pares estampado a 1 tinta|Ang/ros Mínimo 1000 pares||$1.020|$2.040|$1.979|$1.938|$1.836|$1.734|$1.632|$1.530
Z037_6|BOTA SEGURIDAD BLANCA RH PU PU BIDENSIDAD INYECTADA DIELÉCTRICA TALLAS: 35 AL 45|Kondor 250089||$60.345|$120.690|$117.069|$114.655|$108.621|$102.586|$96.552|$90.517
Z038|Bota media caña,  con puntera  EN FIBRA TERMOPLASTICA de alta rigidez, calibre 2.0 - 2.2.  Cuero Tipo Mocasin, SUELA EN POLIURETANO TIPO POLIESTER BIDENSIDAD: Patin  de alta densidad,  resistente a hidrocarburos y aceites, Color Negro, Café, Serie 37 al 45. Norma. ASTM-2413-05 Resistencia al Choque electrico.   |WT   REF 6478||$67.000|$134.000|$129.980|$127.300|$120.600|$113.900|$107.200|$100.500
Z039|Bota de amarrar tipo ingeniero, 6¨ CON PUNTERA EN COMPOSITE, Dieléctrica, en cuero nobuck o graso, suela en poliuretano resistente a hidrocarburos y aceites, Color amarillo o café. Serie 34 al 46. En Composite, cumpler esistencia al impacto y a la compresion no conducen electricidad mas livianas que las punteras metalicas, no transmiten calor ni frio, resistencia quimica en presencia de acidos, no presentan corrosion ni absorben humedad. DIN12568/98 Resistencia al impacto y Resistencia a la compresion.|WT   REF 7089|25/02/2016|$157.500|$315.000|$305.550|$299.250|$283.500|$267.750|$252.000|$236.250
Z040|Teni de amarrar tipo ingeniero, 6¨Dielectrico  con puntera en acero, en cuero nobuck, Suela en poliuretano  resistente a hidrocarburos y aceites, Serie 35 al 45 Norma. En acero, cumple con los requisitos de ASTM – 2413 /05, DIN12568 / 98 y EN 20345 -2004. Ancho de pestaña 5 mm y espesor de 1.7 mm.|WT   REF 9207||$140.000|$280.000|$271.600|$266.000|$252.000|$238.000|$224.000|$210.000
Z041|Teni Tipo Ingeniero CON PUNTERA EN COMPOSITE, Dieléctrico, en cuero nobuck Hidrofugado, suela en poliuretano resistente a hidrocarburos y aceites, Color amarillo o café. Serie 35 al 46. En Composite, cumple resistencia al impactoy a la compresion no conducen electricidad mas livianas que las punteras metalicas, no transmiten calor ni frio, resistencia quimica en presencia deacidos, no presentancorrosion ni absorben humedad. DIN12568 / 98 Resistencia al impacto y Resistencia a la compresion.|WT   REF 9209||$143.000|$286.000|$277.420|$271.700|$257.400|$243.100|$228.800|$214.500
Z042|Tenis de amarrar tipo ingeniero, 6¨ con puntera en acero, en cuero nobuck, Suela en poliuretano  resistente a hidrocarburos y aceites, Serie 36 al 45 Norma. En acero, cumple con los requisitos de ASTM – 2413 /05, DIN12568 / 98 y EN 20345 -2004. Ancho de pestaña 5 mm y espesor de 1.7 mm.|WT   REF 9304||$133.300|$266.600|$258.602|$253.270|$239.940|$226.610|$213.280|$199.950
Z044|Bota tipo pantanera fabricada en PVC que resiste a salpicaduras de químicos, solventes, grasas y aceites. Suela en Caucho Nitrilo que la hace resistente a hidrocarburos y antideslizante y puntera en acero con recubrimiento dieléctrico. Color Blanco. Serie 36 al 44. Norma ANSI Z41, DIN 4843 Y CSA Z195.|WT   REF ATS-703||$32.500|$65.000|$63.050|$61.750|$58.500|$55.250|$52.000|$48.750
Z045|Zapato colegial en cuero y forro en cabreta, suela cocida y vulcanizada. En los colores azul, negro, café y vino tinto|CMV||$32.000|$64.000|$62.080|$60.800|$57.600|$54.400|$51.200|$48.000
Z046AI|Bota machita color negro tallas 28 - 37|Croydon||$17.000|$34.000|$32.980|$32.300|$30.600|$28.900|$27.200|$25.500
Z047|Botas Battes en Cuero y Lona Tipo Americano|||$250.000|$500.000|$485.000|$475.000|$450.000|$425.000|$400.000|$375.000
Z048|Bota  tipo  tennis, caña  alta,  cuero 100%  natural tipo graso con puntera  en  fibra, suela  en poliuretano , extra livianas  y resistentes a la acción de Hidrocarburos.  (Tallas 34 a 46)|Smith Shoes 631E|23/06/2015|$73.000|$146.000|$141.620|$138.700|$131.400|$124.100|$116.800|$109.500
Z049J|Bota  caña alta IMPERIO 400 LONA en Puntera Composite|Calzado 70|22/07/2015|$60.000|$120.000|$116.400|$114.000|$108.000|$102.000|$96.000|$90.000
Z051C|Bota Tipo Soldador Cuero con Puntera de seguridad en acero  (Tallas 36 a 44)|Cuero Negro|24/09/2015|$36.000|$72.000|$69.840|$68.400|$64.800|$61.200|$57.600|$54.000
Z052F|Bota Dakar seguridad Café graso Ref 208389|Cuero café||$89.224|$178.448|$173.095|$169.526|$160.603|$151.681|$142.759|$133.836
Z053F|Bota seguridad bidensidad Inyectada Ref 700309|Cuero café||$60.517|$121.034|$117.403|$114.983|$108.931|$102.879|$96.828|$90.776
Z054CW|Bota caña alta de amarrar 6 cuero charol color blanco, puntera metalica|Charol Blanco|19/11/2015|$189.900|$379.800|$368.406|$360.810|$341.820|$322.830|$303.840|$284.850
Z055CW| Zapato de amarar tipo oficina, cuero charol blanco, suela caucho, para hombre|Charol Blanco|19/11/2015|$89.900|$179.800|$174.406|$170.810|$161.820|$152.830|$143.840|$134.850
Z056|Bota ALABAMA 19536  tipo ingeniero, media caña, cuero HIDROFUGADO, dieléctrica, suela antideslizabnte|ztz|18/12/2015||||||||
Z057|Bota de amarrar tipo ingeniero, 6¨ CON PUNTERA EN ACERO, Dieléctrica, en cuero nobuck o graso, suela en poliuretano resistente a hidrocarburos y aceites, Color amarillo o café. Serie 34 al 46. En Acero, cumpler esistencia al impacto y a la compresion no conducen electricidad, no transmiten calor ni frio, resistencia quimica en presencia de acidos, no presentan corrosion ni absorben humedad. DIN12568/98 Resistencia al impacto y Resistencia a la compresion.|WT   REF 7087|25/02/2016|$155.740|$311.480|$302.136|$295.906|$280.332|$264.758|$249.184|$233.610
Z058|Bota de amarrar tipo ingeniero, 6¨ SENCILLA, Dieléctrica, en cuero nobuck o graso, suela en poliuretano resistente a hidrocarburos y aceites, Color amarillo o café. Serie 34 al 46, no transmiten calor ni frio, resistencia quimica en presencia de acidos, no presentan corrosion ni absorben humedad. DIN12568/98 Resistencia al impacto y Resistencia a la compresion.|WT   REF 7088|25/02/2016|$152.300|$304.600|$295.462|$289.370|$274.140|$258.910|$243.680|$228.450
Z059|Bota de velocidad speed  de desgaste cuero ajuste cremallera lateral y  belcro belcro  protecciones pvc contorno parte trasera y punta interior maya ligh  color negro rojo blanco tallas  40 a 43 ||10/03/2016|$140.000|$280.000|$271.600|$266.000|$252.000|$238.000|$224.000|$210.000
Z060|Bota de seguridad caña larga cuero punta en acero ajuste lateral belcro y arnes,  proteccion delantera, reflectivo lateral y parte trasera color negro tallas 37 a 43||10/03/2016|$190.000|$380.000|$368.600|$361.000|$342.000|$323.000|$304.000|$285.000
CALZADO |PVC (Z100 A Z200)||||||||||
Z100| Cloruro de vinilo , PVC Standard color negro, diseño y materiales ergonómicos de inyección directa de PVC, de alta resistencia y gran flexibilidad 100% impermeable. Caña color negro y Suela color  crepe /  diseño en relieve antideslizante. Media nylon -poliéster. (Disponible en color negro suela amrilla) | ZAFRA PVC 301 (SIN PUNTERA)|13/11/2015|$15.000|$30.000|$29.100|$28.500|$27.000|$25.500|$24.000|$22.500
